a_mm,Rout_mm,r_neck_mm,zMin_mm,zMax_mm,r_max_mm,I_A,spacing_mm,n_events,N_out,eta_trans,eps_x,eps_y,epsn_x,epsn_y,beta_x,alpha_x,beta_y,alpha_y,sigma_x_mm,sigma_y_mm,sigma_xp,sigma_yp,sigma_theta_rms,eps_4D,eps_acc_x,eps_acc_y,gamma_rel,beta_rel,epsn_mean,particle_count,emittance,objective,transmission,focusing_strength,compression_ratio
0.0062443118394194,823.7817832685608,255.3755296294407,0.0,1369.042038712755,641.8603839379184,55121.918800405234,1803.8969953036255,10000,186,0.0186,140.40235900878906,113.69381713867188,144.3785400390625,116.9136199951172,279.4483642578125,-0.3840340375900268,345.1717529296875,-0.4129851460456848,198.07879638671875,198.10072326660156,0.7592930197715759,0.6209362745285034,0.6935732364654541,15962.8798828125,1.395300017748014e-07,1.1296240387537185e-07,1.4343786239624023,0.7169097065925598,130.64608001708984,186,130.64608001708984,-26.114336003417968,0.0186,34566.90238174073,2.5133981508301964
0.0088533983435382,672.479439685721,379.04136753743984,0.0,1214.3440226795522,553.5032326346999,83689.48401881456,2111.972806264544,10000,235,0.0235,108.44056701660156,110.59109497070312,116.02397918701172,118.32489776611328,318.5391540527344,-0.3553884029388428,324.48077392578125,-0.4179959297180176,185.85630798339844,189.4325256347656,0.6192153096199036,0.6327511072158813,0.6260197758674622,11992.5615234375,2.460691632677481e-07,2.415633559849084e-07,1.464497685432434,0.7305791974067688,117.1744384765625,235,117.1744384765625,-23.416087695312505,0.0235,24938.726649353644,1.4602713055588254
0.0063209349826465,987.6650318360244,304.90227791405096,0.0,1224.0778043361047,523.1190480968985,77742.67188548899,2941.9938232232007,10000,129,0.0129,107.22317504882812,101.96780395507812,104.77540588378906,99.64000701904295,256.9153747558594,-0.4889638125896454,273.38995361328125,-0.5991673469543457,165.97373962402344,166.9639892578125,0.7191175818443298,0.7119511961936951,0.7155433297157288,10933.3115234375,1.5551509591205106e-07,1.4614370513754693e-07,1.3981643915176392,0.6988958120346069,102.20770645141602,129,102.20770645141602,-20.431221290283204,0.0129,40338.2887449754,1.7156941288722047
0.0092394977834185,832.1595019227806,250.9281309527528,0.0,2191.277481215689,604.4508166671787,86589.142626019,1882.4977368798104,10000,88,0.0088,192.97474670410156,155.2789764404297,193.0441436767578,155.33482360839844,267.6717529296875,-0.4658446609973907,268.2781982421875,-0.3222816586494446,227.27491760253903,204.1028289794922,0.9366908073425292,0.7993218898773193,0.8707196116447449,29964.921875,3.1892912488729053e-07,3.182081798058789e-07,1.4144679307937622,0.7072339057922363,174.18948364257812,88,174.18948364257812,-34.83085672851562,0.0088,37347.859991464895,2.408860315390428
0.0073954730661719,975.5188374665588,385.9058288495652,0.0,1248.5944469710894,649.1858223363188,117704.09702443732,2882.846867959972,10000,190,0.019,89.4091796875,106.82063293457033,90.8800277709961,108.57791137695312,298.54644775390625,-0.279729276895523,304.9791259765625,-0.3182861506938934,163.37928771972656,180.4939422607422,0.568256676197052,0.6210785508155823,0.5952538251876831,9550.7451171875,1.831976987887174e-07,1.7933365370481624e-07,1.4258934259414673,0.7128518223762512,99.7289695739746,190,99.7289695739746,-19.93059391479492,0.019,41242.433411052654,1.6822389655829375
0.0068065092801909,870.2023041619675,232.7311885731409,0.0,2330.3944413924,449.2797393792979,92767.85097229433,1781.7779198346548,10000,154,0.0154,137.27622985839844,148.19573974609375,123.96366119384766,133.82423400878906,197.5733642578125,-0.4553972780704498,240.177490234375,-0.7593110799789429,164.68797302246094,188.6618194580078,0.9159180521965028,0.9862931370735168,0.9517562985420228,20343.751953125,2.3448791353075649e-07,1.92893054418164e-07,1.3473868370056152,0.6702035665512085,128.89394760131836,154,128.89394760131836,-25.766469520263673,0.0154,58562.34618178138,1.9304663983104344
0.0084969519836559,739.3956371499925,223.3796081416728,0.0,1669.8112293141724,681.9496370840426,46712.64871960647,2608.6478596135626,10000,127,0.0127,117.71634674072266,107.18936157226562,123.85187530517578,112.77620697021484,269.4881591796875,-0.8298046588897705,314.4197692871094,-0.6938291192054749,178.10997009277344,183.582275390625,0.8588331937789917,0.7106518745422363,0.7882323265075684,12617.9404296875,2.679085753243271e-07,2.29623580594307e-07,1.451536774635315,0.7248326539993286,118.31404113769533,127,118.31404113769533,-23.652648227539064,0.0127,24610.91750718994,3.0528732804094343
0.008480291023714,852.0180478571715,306.6922183952643,0.0,1303.3497594655023,668.1677749152873,67406.64813546579,1572.129365647485,10000,307,0.0307,120.86701202392578,128.37742614746094,113.89434814453124,120.97149658203124,297.9169006347656,-0.5656858086585999,306.3424987792969,-0.6205620169639587,189.7585906982422,198.3115234375,0.7318016290664673,0.7618699073791504,0.7469871044158936,15516.595703125,2.413939341749938e-07,2.3475466548461554e-07,1.374027132987976,0.6858025193214417,117.43292236328124,307,117.43292236328124,-23.46202447265625,0.0307,25917.26793673979,2.1786264366647674
0.0088890102735722,785.76391112697,344.00730730921487,0.0,2085.4488866951924,592.3442898655892,60215.88706883433,1756.8223876574468,10000,251,0.0251,128.94915771484375,113.78766632080078,134.83895874023438,118.9849624633789,295.4738464355469,-0.4541517198085785,313.0611572265625,-0.6556600332260132,195.19503784179688,188.73924255371097,0.7255528569221497,0.7209154367446899,0.7232378721237183,14672.8232421875,2.6741625447357364e-07,2.52393192567979e-07,1.4468715190887451,0.7227147817611694,126.91196060180664,251,126.91196060180664,-25.36231212036133,0.0251,19692.0084091767,1.7218944984013198
0.0069726887639978,881.1539051968941,344.45338637113184,0.0,1794.3670592369097,656.7089404318857,110170.21638847754,1489.47016129006,10000,216,0.0216,235.24072265625,205.5773162841797,262.4856262207031,229.3866729736328,170.5095672607422,-0.2444409132003784,218.03704833984375,-0.4937482476234436,200.27679443359375,211.71554565429688,1.209160327911377,1.0829178094863892,1.1477760076522827,48360.15625,2.851358260613779e-07,2.2298225132999505e-07,1.498348355293274,0.7446980476379395,245.93614959716797,216,245.93614959716797,-49.1699499194336,0.0216,45870.49887694184,1.9065248489800408
0.0083321662438787,872.2104932169086,284.28491011849957,0.0,1683.634703395752,667.8015133230924,61130.8120117551,1821.4155755178072,10000,196,0.0196,101.75988006591795,111.80023193359376,102.98902893066406,113.15065002441406,341.54132080078125,-0.555016040802002,320.5679016113281,-0.3260352909564972,186.4274749755859,189.3134002685547,0.6242774724960327,0.6211515665054321,0.62271648645401,11376.7783203125,2.032696784226573e-07,2.165687646993321e-07,1.4227802753448486,0.7113388776779175,108.06983947753906,196,108.06983947753906,-21.598287895507813,0.0196,25807.64822188965,2.3490571942236755
0.0074981604753894,759.195090518222,390.1428612819832,0.0,1312.037280884873,592.7975767245621,48719.34244034432,1210.358863119579,10000,440,0.044,228.48648071289065,223.9131774902344,238.9899139404297,234.2063751220703,187.8706512451172,-0.3591958582401275,226.0295257568359,-0.5357682108879089,207.1856689453125,224.96885681152344,1.1717958450317385,1.129157543182373,1.1506742238998413,51161.1328125,2.992612735397415e-07,2.487392407601874e-07,1.4470840692520142,0.7228118777275085,236.59814453125,440,236.59814453125,-47.28442890625,0.044,16654.171107938084,1.5194371999443206
0.0067272998688284,714.8538589793427,236.68090197068676,0.0,1863.8900372842315,421.6968971838151,64947.49682376503,2262.520499972521,10000,197,0.0197,113.54371643066406,109.11710357666016,111.52416229248048,107.17628479003906,255.08642578125,-0.6789068579673767,296.0066833496094,-0.6981000900268555,170.18655395507812,179.72030639648438,0.8063995242118835,0.7404595613479614,0.7741319537162781,12389.5615234375,1.7741658098202606e-07,1.528903368352985e-07,1.4016929864883425,0.7007336616516113,109.35022354125977,197,109.35022354125977,-21.854284708251953,0.0197,40790.44234112102,1.781710707000951
0.0061375540844608,797.5133706123892,381.8640804157564,0.0,1623.422152178822,403.5119926400068,92408.1625413373,2138.7495307522313,10000,299,0.0299,154.68455505371094,126.22945404052734,157.1172637939453,128.21466064453125,251.6171875,-0.3543468117713928,282.81103515625,-0.4811134040355682,197.28480529785156,188.94200134277344,0.831836462020874,0.7413855791091919,0.7879100441932678,19525.74609375,1.49709862284908e-07,1.33196962792681e-07,1.425377607345581,0.7126020193099976,142.66596221923828,299,142.66596221923828,-28.509272443847657,0.0299,39428.13125768135,1.0566900982168344
0.0097187906093702,922.8763541126308,361.62407591288337,0.0,2607.344153798229,553.3615026041693,52388.407066324304,2795.862097130958,10000,148,0.0148,109.0785903930664,141.22372436523438,109.33551788330078,141.55636596679688,290.4497375488281,-0.3690064251422882,253.40023803710935,-0.4836188554763794,177.99395751953125,189.17221069335935,0.6532134413719177,0.8292549252510071,0.7464420795440674,15404.484375,3.252021940625127e-07,3.727498096850468e-07,1.4158802032470703,0.7079380750656128,125.44594192504884,148,125.44594192504884,-25.077348385009767,0.0148,14906.154940244582,1.5302120059547035
0.0098497891797684,580.5269858900618,250.35645916507283,0.0,1569.6809887549352,498.89940235695417,34426.43368254394,2258.172234561804,10000,137,0.0137,123.8357925415039,144.97032165527344,114.07478332519533,133.54344177246094,335.19488525390625,-0.709459662437439,320.0631103515625,-0.8761361837387085,203.7378845214844,215.40579223632812,0.7452499866485596,0.8947784304618835,0.8234153985977173,17952.515625,2.894386170737562e-07,3.031225332961185e-07,1.3596206903457642,0.6775255799293518,123.80911254882812,137,123.80911254882812,-24.750862509765625,0.0137,13960.671227996148,1.9927562644908805
0.0099426018164424,856.9717691972305,248.41105430230007,0.0,1475.2750879847993,568.8542189623514,117385.96183342316,1798.7879521665811,10000,109,0.0109,167.10443115234375,174.81564331054688,167.16493225097656,174.87893676757812,225.33981323242188,-0.8350886702537537,195.1022491455078,-0.6430759429931641,194.0496826171875,184.68060302734375,1.121924638748169,1.1254185438156128,1.1236729621887207,29212.46875,4.3869448518307763e-07,5.066847279522335e-07,1.414469599723816,0.7072347402572632,171.02193450927734,109,171.02193450927734,-34.195666901855475,0.0109,47527.52486413379,2.2899714368994744
0.0096987744731142,795.9904276205074,375.4678706761962,0.0,2634.4444004024317,403.17665108606224,96624.09739193547,2106.3360988764125,10000,185,0.0185,178.99513244628906,108.8909683227539,191.95700073242188,116.7762680053711,191.48895263671875,-0.0213139094412326,320.4757385253906,0.0642910078167915,185.1366729736328,186.80715942382812,0.967046558856964,0.5841091871261597,0.7988625168800354,19490.953125,4.912358235742431e-07,2.935205998255697e-07,1.4663127660751345,0.7313682436943054,154.36663436889648,185,154.36663436889648,-30.858526873779297,0.0185,26533.57750297512,1.0737980066309378
0.0069674091636018,940.2508342979984,218.62055356117983,0.0,2266.202914546536,658.8863031813307,70683.57492584408,1763.4981917640555,10000,91,0.0091,174.88067626953125,111.03275299072266,175.39877319335938,111.3616943359375,195.70211791992188,-0.2533657550811767,223.1599273681641,-0.501297652721405,184.9987030029297,157.4104766845703,0.97517728805542,0.7890382409095764,0.8870039582252502,19417.482421875,2.4805447651488066e-07,2.175336248910753e-07,1.4163099527359009,0.7081519365310669,143.38023376464844,91,143.38023376464844,-28.668766752929688,0.0091,46404.08369933184,3.0138351241387045
0.0089038227154809,867.9253275145743,379.4220519905154,0.0,2284.0632923085755,654.834569706047,40096.79579940586,1407.0945567797662,10000,183,0.0183,180.4881134033203,227.47637939453125,193.86146545410156,244.33135986328125,295.9900207519531,-0.5688448548316956,212.9972991943359,-0.4775145351886749,231.1334686279297,220.11782836914065,0.8983831405639648,1.1452065706253052,1.029220700263977,41056.78125,2.678403063782753e-07,3.722021801877418e-07,1.46754252910614,0.7319007515907288,219.0964126586914,183,219.0964126586914,-43.80464253173828,0.0183,11868.90342853238,1.7258737763676852
0.008985965620472,794.567735380206,329.92657980944296,0.0,2136.6172066709432,639.6893641976711,41240.9721393711,1798.6600258129238,10000,169,0.0169,149.6522216796875,166.54884338378906,147.31369018554688,163.94627380371094,346.84130859375,-0.6705609560012817,286.1438293457031,-0.6264281868934631,227.82794189453125,218.30465698242188,0.7908753752708435,0.9002487659454346,0.8473286628723145,24924.404296875,2.3280841787709505e-07,2.8219230330250866e-07,1.403207540512085,0.7015167474746704,155.6299819946289,169,155.6299819946289,-31.112476398925786,0.0169,13910.631189258696,1.9388839922116583
0.0085818891836286,972.3571462015524,235.4221358814098,0.0,2829.728780440897,676.1834337411657,74419.04403065333,1129.367571404848,10000,46,0.0046,290.2591857910156,310.7147216796875,297.7616882324219,318.7459411621094,140.6331329345703,-0.4297402501106262,182.33497619628903,-0.3076666295528412,202.0397491455078,238.02134704589844,1.563684344291687,1.36579430103302,1.468077540397644,90187.8046875,5.236946662989794e-07,4.039204384298501e-07,1.4326071739196775,0.7160704135894775,308.2538146972656,46,308.2538146972656,-61.64708293945313,0.0046,36834.424518982865,2.8722168848293115
0.0097132742503509,978.1719862535516,285.6368296634629,0.0,2706.01891093472,686.6619276174679,65333.86704835028,1831.685684343658,10000,77,0.0077,132.75550842285156,138.11534118652344,145.69561767578125,151.57789611816406,249.05084228515625,-0.4728436172008514,345.1430969238281,-0.4861027300357818,181.8319854736328,218.3335876464844,0.8076043128967285,0.7033678889274597,0.7572816610336304,18335.572265625,3.7882907122366305e-07,2.733582107339317e-07,1.4847382307052612,0.7391695380210876,148.63675689697266,77,148.63675689697266,-29.721191379394533,0.0077,23548.243028023047,2.4039684533205765
0.0081254185262725,835.6548002335969,308.1270243220213,0.0,2951.70415892507,554.9719605992826,91956.04179614344,1713.6172985883672,10000,203,0.0203,154.28207397460938,163.65733337402344,159.3813934326172,169.0665283203125,234.52244567871097,-0.6594094634056091,196.2222137451172,-0.6125367283821106,190.21726989746097,179.20156860351562,0.9715481996536256,1.070968747138977,1.0224676132202148,25249.392578125,2.81518566680461e-07,3.364676217643137e-07,1.4377747774124146,0.7185074687004089,164.22396087646484,203,164.22396087646484,-32.82855217529297,0.0203,36728.630843213454,1.8011142054819749
