Det,P_Type,x[mm],y[mm],z[mm],px[MeV/c],py[MeV/c],pz[MeV/c],E[GeV]
2,pi+,-592.256,-52.6282,3927.35,48.6364,27.9104,189.936,0.102711
2,pi+,157.915,-92.2061,3927.35,164.918,-75.5165,177.1,0.149816
2,pi+,122.768,82.5042,3927.35,205.68,115.636,196.547,0.197753
2,pi+,-101.369,588.375,3928.35,-76.1994,107.977,-50.8769,0.0592593
2,pi+,19.4614,236.382,3927.35,-0.246862,121.219,102.302,0.0717108
2,pi+,-86.6179,223.331,3927.35,-0.272018,57.8696,229.745,0.135406
2,pi+,-120.819,-186.269,3927.35,-93.6948,-131.506,225.023,0.170571
2,pi+,-1.93417,-5.91782,3927.35,-63.7351,26.864,329.978,0.225325
2,pi+,-96.3373,311.058,3927.35,-53.8541,176.629,226.304,0.184145
2,pi+,16.8083,-106.636,3927.35,-27.5845,22.4216,273.291,0.16935
2,pi+,24.7033,-57.6015,3927.35,-2.38028,-46.0096,209.392,0.116257
2,pi+,-290.675,-17.4707,3927.35,142.297,-40.7371,77.3323,0.0780715
2,pi+,-181.674,-73.7785,3927.35,-174.036,-59.286,255.649,0.204871
2,pi+,-83.5218,31.3311,3927.35,-7.89889,1.34455,291.243,0.183488
2,pi+,50.4893,202.113,3927.35,6.49492,-37.4997,297.725,0.191441
2,pi+,181.517,-123.823,3927.35,-19.6899,-2.72947,136.599,0.056731
2,pi+,-12.1686,-70.8536,3927.35,-1.07678,-1.90166,195.183,0.10039
2,pi+,-23.3579,197.146,3927.35,-9.66268,64.6329,257.741,0.16073
2,pi+,-235.706,246.598,3927.35,-74.0662,83.0741,57.5357,0.0479852
2,pi+,-42.5549,171.984,3927.35,32.1132,-32.8845,323.356,0.215608
2,pi+,227.124,-150.174,3927.35,36.7559,-45.7717,222.212,0.129324
2,pi+,-81.263,39.163,3927.35,-58.8637,-25.8595,277.972,0.178049
2,pi+,-45.7235,-257.402,3927.35,47.7068,-64.6076,154.714,0.0837376
2,pi+,112.531,157.46,3927.35,90.9194,114.005,176.961,0.128867
2,pi+,177.014,78.6311,3927.35,-31.4605,9.96128,212.917,0.117145
2,pi+,437.656,21.7253,3927.35,138.677,9.70287,54.4522,0.064807
2,pi+,-81.7825,-61.2545,3927.35,-57.1296,3.85711,289.209,0.18662
2,pi+,-203.107,21.8338,3927.35,-16.0584,1.17479,286.189,0.179245
2,pi+,-90.9105,-140.371,3927.35,41.0894,15.9698,324.384,0.216306
2,pi+,-116.309,-85.2197,3927.35,-11.0226,54.7342,348.522,0.239988
2,pi+,118.772,-286.729,3927.35,52.435,-110.693,142.263,0.0943546
2,pi+,185.196,23.5388,3927.35,75.3083,50.6379,385.03,0.27991
2,pi+,-70.4983,21.5955,3927.35,-240.484,7.90059,198.837,0.202351
2,pi+,-42.4243,-291.933,3927.35,-43.8368,-162.112,308.682,0.238539
2,pi+,-385.69,263.03,3927.35,-114.553,78.5909,214.513,0.151624
2,pi+,196.582,-136.417,3927.35,11.8137,-44.0272,242.813,0.144183
2,pi+,-131.498,-12.7423,3927.35,28.1521,-67.6151,381.862,0.273543
2,pi+,117.233,194.334,3927.35,10.1454,19.7958,379.23,0.26514
2,pi+,-40.5059,-193.256,3927.35,-3.25534,-22.4357,390.232,0.27549
2,pi+,-17.0312,259.756,3927.35,5.00044,81.4973,340.647,0.237507
2,pi+,4.56085,-38.7431,3927.35,20.5256,20.1616,213.964,0.117505
2,pi+,79.9414,-9.3442,3927.35,5.91475,0.304519,158.734,0.0718805
2,pi+,-464.133,109.585,3927.35,-127.861,11.0788,43.0649,0.0548638
2,pi+,205.339,40.1705,3927.35,-13.5242,-45.4823,194.789,0.104713
2,pi+,-5.06724,153.53,3927.35,-37.177,32.9054,258.137,0.158052
2,pi+,27.9474,-219.143,3927.35,4.64409,-14.3179,219.952,0.121361
2,pi+,-134.99,0.421517,3927.35,-147.154,-6.2306,135.309,0.104318
2,pi+,-1.44574,30.0097,3927.35,-12.4063,-71.4941,386.43,0.277651
2,pi+,-41.2378,75.0915,3927.35,-0.95232,123.587,149.867,0.099626
2,pi+,-176.531,665.734,3927.35,0.842199,4.87911,119.361,0.0441451
2,pi+,-41.9863,-32.6141,3927.35,-290.335,-132.504,228.054,0.276771
2,pi+,120.765,-104.383,3927.35,15.4184,-12.0677,319.662,0.209782
2,pi+,154.363,274.475,3927.35,41.1552,196.136,331.203,0.271938
2,pi+,-210.441,9.19207,3927.35,-22.1526,0.517886,376.873,0.262928
2,pi+,-8.52991,-81.2246,3927.35,-67.4154,-279.24,248.484,0.265082
2,pi+,125.049,-53.6174,3927.35,-10.9962,27.3376,176.266,0.0871848
2,pi+,45.668,7.71608,3927.35,4.32893,2.42037,175.263,0.0845312
2,pi+,105.105,201.643,3927.35,99.5398,192.96,276.78,0.238885
2,pi+,73.897,17.9387,3927.35,8.63879,65.695,339.434,0.233371
2,pi+,66.5366,172.234,3927.35,11.0136,110.588,63.882,0.0499333
2,pi+,-15.0534,-238.361,3927.35,-23.1614,-32.5372,189.951,0.0995032
2,pi+,6.8498,20.1632,3927.35,49.3314,-5.11491,187.651,0.0994955
2,pi+,-86.8752
