Det,P_Type,x[mm],y[mm],z[mm],px[MeV/c],py[MeV/c],pz[MeV/c],E[GeV]
2,pi+,62.8582,26.7985,4129.2,7.56971,2.07143,287.921,0.180492
2,pi+,-9.43382,220.4,4129.2,-15.5266,72.8473,378.12,0.270311
2,pi+,-13.8553,-52.9812,4129.2,-12.2943,-60.9996,378.416,0.268536
2,pi+,-85.0003,-3.53549,4129.2,-178.606,94.5455,191.915,0.172119
2,pi+,178.086,-20.9435,4129.2,49.6019,-2.92772,266.368,0.165226
2,pi+,56.4455,69.6851,4129.2,82.9115,94.1519,371.93,0.277023
2,pi+,20.1436,-116.668,4129.2,71.3013,29.9405,377.227,0.270015
2,pi+,-357.011,-68.0197,4129.2,-198.547,-31.2474,66.4884,0.114
2,pi+,-111.461,110.002,4129.2,7.19177,-34.4841,315.692,0.207391
2,pi+,463.765,129.52,4129.2,-184.905,-82.8215,210.808,0.184418
2,pi+,21.1823,27.6571,4129.2,101.948,-40.5951,182.323,0.114915
2,pi+,-13.8766,59.828,4129.2,-255.789,149.918,155.857,0.2233
2,pi+,-4.14538,-24.5378,4129.2,-72.0828,-24.9194,273.767,0.177045
2,pi+,-148.156,171.521,4129.2,-43.2787,47.1156,226.557,0.13411
2,pi+,-77.8939,-564.948,4129.2,-35.5215,-196.492,17.8489,0.104701
2,pi+,-84.6673,271.494,4129.2,-26.4063,126.695,205.868,0.140805
2,pi+,420.174,-172.609,4129.2,-24.6389,-1.18572,208.537,0.112573
2,pi+,-39.951,-45.9389,4129.2,33.3855,24.0456,253.552,0.152767
2,pi+,-223.954,34.0177,4129.2,-62.9865,4.94847,341.335,0.234571
2,pi+,36.3075,40.6032,4129.2,-49.4228,37.8941,314.942,0.210497
2,pi+,310.436,-566.248,4129.2,-79.6961,102.374,102.311,0.0767149
2,pi+,-221.168,187.217,4129.2,-193.853,152.616,231.739,0.226563
2,pi+,191.732,62.6701,4129.2,-25.5273,-45.373,326.773,0.219555
2,pi+,-63.2783,188.181,4129.2,-51.498,72.327,382.172,0.276865
2,pi+,199.164,-183.983,4129.2,-137.146,123.36,127.289,0.124454
2,pi+,-95.2819,169.995,4129.2,3.57109,2.55299,392.637,0.277158
2,pi+,-228.488,12.4463,4129.2,-77.2265,1.02952,362.431,0.25641
2,pi+,-179.296,-45.0651,4129.2,-18.8897,42.6958,332.998,0.2245
2,pi+,-192.836,2.71605,4129.2,-71.7364,-8.57962,349.885,0.243991
2,pi+,-80.2324,-684.931,4129.2,-67.6,-262.084,57.2997,0.170302
2,pi+,-200.186,-60.2473,4129.2,-38.0594,-26.1149,239.457,0.14141
2,pi+,-101.97,-19.061,4129.2,-5.28632,5.37849,127.9,0.0498898
2,pi+,-19.2924,-14.8345,4129.2,-177.121,-109.398,161.542,0.158615
2,pi+,41.197,-72.1897,4129.2,-11.1034,-14.1328,104.566,0.0357487
2,pi+,27.7036,-113.937,4129.2,3.17938,-5.55244,184.35,0.0917418
2,pi+,31.0735,-164.788,4129.2,106.675,221.303,292.22,0.266912
2,pi+,-341.291,-108.411,4129.2,222.63,74.8743,82.6367,0.145874
2,pi+,19.5556,178.773,4129.2,-17.1199,-168.15,358.238,0.280409
2,pi+,42.7848,-57.4026,4129.2,-16.2972,-7.44529,118.146,0.0441669
2,pi+,26.8856,-13.5627,4129.2,-28.3408,-49.0065,385.465,0.274275
2,pi+,-193.966,-13.4048,4129.2,55.0699,-16.5701,341.002,0.23335
2,pi+,-69.34,-33.9188,4129.2,-68.5776,-16.9382,317.695,0.214548
2,pi+,39.576,461.933,4130.2,-16.9605,33.2202,-190.631,0.0996185
2,pi+,-272.664,341.76,4129.2,83.8456,-113.973,49.3967,0.0652205
2,pi+,40.2394,-141.265,4129.2,1.90393,-59.4328,266.362,0.166966
2,pi+,43.9421,-34.3442,4129.2,-17.6907,31.0486,227.169,0.129433
2,pi+,149.062,-70.2332,4129.2,82.46,-32.4544,282.351,0.187622
2,pi+,-40.5148,188.869,4129.2,-0.78422,15.2415,312.462,0.202987
2,pi+,-141.63,-164.315,4129.2,-44.1247,-7.68301,179.842,0.0924403
2,pi+,121.47,379.596,4129.2,58.9043,214.397,76.3931,0.133836
2,pi+,-183.644,6.76967,4129.2,-44.8685,33.5629,180.652,0.0954932
2,pi+,402.282,364.823,4129.2,70.4609,49.5009,67.3588,0.0377208
2,pi+,-378.165,327.632,4129.2,-234.923,262.209,47.9858,0.242167
2,pi+,-453.164,-52.6125,4129.2,-46.1899,51.3963,95.9082,0.0433322
2,pi+,-543.856,151.265,4129.2,122.584,-29.8941,163.595,0.109756
2,pi+,-103.712,9.02514,4129.2,-57.1143,43.3347,353.13,0.24685
2,pi+,590.151,-161.242,4129.2,-22.4083,14.298,107.546,0.0386222
2,pi+,-255.47,-10.3286,4129.2,299.531,38.7119,175.823,0.236742
2,pi+,55.9752,-204.134,4129.2,-0.884138,-24.8389,138.697,0.0587589
2,pi+,-65.696,-174.972,4129.2,24.0256,31.0532,358.987,0.24759
2,pi+,-95.7332,149.977,4129.2,-14.1401,61.4441,220.013,0.128499
