Det,P_Type,x[mm],y[mm],z[mm],px[MeV/c],py[MeV/c],pz[MeV/c],E[GeV]
2,pi+,12.988,-66.0014,3259.22,49.4061,-48.668,265.856,0.1686
2,pi+,131.512,-100.945,3259.22,-29.8027,23.3588,210.793,0.116061
2,pi+,-239.088,-74.4738,3259.22,-113.72,-42.6533,306.376,0.218337
2,pi+,-101.329,-83.0288,3259.22,-64.0121,29.7508,352.429,0.246006
2,pi+,-277.084,291.376,3259.22,-65.0184,113.675,338.177,0.249008
2,pi+,-40.3207,64.7903,3259.22,30.6351,-61.7805,318.977,0.215369
2,pi+,420.683,130.8,3260.22,-296.049,-46.09,-236.299,0.266738
2,pi+,-572.598,-340.558,3259.22,132.966,289.692,151.155,0.239809
2,pi+,14.1594,-96.625,3259.22,-18.7926,13.3108,105.483,0.0368862
2,pi+,-66.1955,-277.357,3259.22,178.721,115.787,322.556,0.271368
2,pi+,54.8535,-430.953,3260.22,4.06194,107.047,-188.866,0.118549
2,pi+,85.5647,-528.772,3260.22,1.61941,111.377,-186.315,0.118501
2,pi+,183.876,358.934,3259.22,-304.775,-61.2134,171.251,0.241798
2,pi+,93.3869,-14.6552,3259.22,37.9191,-45.7038,242.902,0.146799
2,pi+,-72.5405,67.0246,3259.22,29.8592,30.1343,313.54,0.206243
2,pi+,53.7092,-119.563,3259.22,10.852,-60.5664,309.165,0.205174
2,pi+,-263.296,-155.02,3259.22,-69.4273,-37.1552,299.4,0.200019
2,pi+,42.6861,-94.8836,3259.22,-1.94895,-11.6047,353.239,0.240424
2,pi+,28.9405,138.875,3259.22,3.91981,16.9416,317.968,0.208116
2,pi+,201.02,24.0497,3259.22,-3.51003,105.138,134.493,0.0809623
2,pi+,-75.6152,-98.9592,3259.22,29.6799,-20.0099,138.817,0.0605079
2,pi+,4.35446,164.738,3259.22,39.3536,122.068,362.467,0.269467
2,pi+,-399.629,-249.198,3260.22,132.637,-72.3585,-26.7835,0.067855
2,pi+,271.899,-483.263,3259.22,109.601,87.7367,61.1298,0.0676172
2,pi+,-200.261,-20.6597,3259.22,-11.5207,-2.95997,166.517,0.0780282
