Det,P_Type,x[mm],y[mm],z[mm],px[MeV/c],py[MeV/c],pz[MeV/c],E[GeV]
2,pi+,160.488,-68.9469,2621.9,-91.453,17.2022,58.7097,0.0381547
2,pi+,19.3451,257.174,2621.9,-1.02049,37.4573,329.206,0.219958
2,pi+,-17.0042,70.8706,2621.9,67.4073,-93.8721,354.976,0.258982
2,pi+,223.439,312.452,2621.9,184.557,271.727,212.336,0.275717
2,pi+,-134.218,21.4117,2621.9,-77.645,10.7537,193.075,0.111233
2,pi+,276.328,-317.479,2621.9,102.192,-95.9989,259.036,0.186373
2,pi+,-15.2139,162.475,2621.9,40.9943,47.6503,135.81,0.0650645
2,pi+,225.27,-298.903,2621.9,88.2349,-91.5838,220.686,0.150869
2,pi+,-435.872,-147.18,2621.9,-234.674,-100.517,262.279,0.252151
2,pi+,377.998,-96.8952,2621.9,239.503,-59.9971,278.242,0.257745
2,pi+,93.5944,-401.512,2621.9,-44.0427,-112.45,164.028,0.107351
2,pi+,-448.214,-50.2575,2621.9,-36.3745,-19.8255,327.852,0.219154
2,pi+,191.921,217.547,2621.9,57.7781,84.0739,199.441,0.124367
2,pi+,-228.028,26.9551,2621.9,-167.9,29.5418,258.124,0.199798
2,pi+,-199.321,184.06,2621.9,99.5064,-86.6126,180.549,0.124022
2,pi+,-185.817,-210.28,2621.9,-62.515,-62.7689,198.943,0.119092
2,pi+,-97.721,-121.458,2621.9,154.418,197.206,287.249,0.266295
2,pi+,-350.395,106.956,2621.9,-144.188,42.2343,312.456,0.234171
2,pi+,-318.848,-93.3845,2621.9,-26.2215,-8.21981,203.742,0.108916
2,pi+,44.5223,-204.784,2621.9,17.1873,-207.959,81.8289,0.124472
2,pi+,-400.136,-13.5682,2621.9,-32.0511,-2.51062,208.669,0.113523
2,pi+,92.1329,312.876,2621.9,92.7105,252.895,291.301,0.281009
2,pi+,185.102,-489.147,2621.9,91.9325,-191.626,229.555,0.20299
2,pi+,-265.392,-259.014,2621.9,-180.729,-144.082,79.9244,0.142014
2,pi+,46.8617,136.324,2621.9,-11.7107,79.296,178.216,0.100567
2,pi+,-173.595,-354.901,2621.9,-56.3371,-71.8472,186.011,0.110261
2,pi+,-140.135,139.21,2621.9,58.9553,-44.0523,270.758,0.173808
2,pi+,9.53803,-148.029,2621.9,2.37995,-20.3342,310.334,0.20132
2,pi+,308.139,-283.521,2621.9,-47.1596,47.8917,130.505,0.0629859
2,pi+,-151.354,408.363,2621.9,-164.845,257.401,117.001,0.216236
2,pi+,-126.789,-106.657,2621.9,202.769,243.598,241.288,0.282514
2,pi+,300.388,291.897,2621.9,78.991,66.4185,189.171,0.117172
2,pi+,-388.056,-238.777,2621.9,-158.777,-84.8871,177.981,0.149519
2,pi+,-107.61,-85.9354,2621.9,-15.3317,-9.8645,308.699,0.199704
2,pi+,21.7613,188.463,2621.9,-0.496577,7.92695,118.953,0.0439855
2,pi+,-256.45,-167.867,2621.9,-69.1565,-47.5835,188.795,0.109769
2,pi+,-31.897,-105.986,2621.9,28.5932,60.2041,233.282,0.140327
2,pi+,-376.484,62.0112,2621.9,-358.293,63.4023,129.09,0.270964
2,pi+,-11.2507,-353.543,2621.9,-11.2021,37.6184,222.756,0.126212
2,pi+,137.602,-314.316,2621.9,48.852,-116.781,285.691,0.202663
2,pi+,-376.724,474.426,2621.9,-145.092,53.781,187.548,0.140783
2,pi+,47.5229,23.7694,2621.9,-5.86462,87.0205,229.031,0.142462
2,pi+,101.761,-53.192,2621.9,-75.5116,63.6508,286.887,0.194402
2,pi+,263.318,-131.991,2621.9,132.52,-105.948,56.5928,0.0872971
2,pi+,-130.416,54.3437,2621.9,104.32,-38.7149,362.005,0.264049
2,pi+,-89.0749,129.744,2621.9,102.26,-149.603,217.632,0.176154
2,pi+,1.45656,-21.2111,2621.9,115.93,4.07422,328.883,0.236063
2,pi+,-240.543,197.864,2621.9,-92.0959,79.2411,234.173,0.158889
2,pi+,-75.8524,166.281,2622.9,38.7943,-109.223,-318.752,0.227195
2,pi+,-30.5302,87.2041,2621.9,6.95744,-124.998,69.3715,0.0603427
2,pi+,325.065,-180.126,2621.9,24.7203,-10.4022,168.825,0.081113
2,pi+,-10.3718,93.2748,2621.9,-2.44131,15.5889,354.311,0.241566
2,pi+,164.192,-359.658,2621.9,19.056,-40.0056,272.127,0.169455
2,pi+,203.36,181.615,2621.9,208.743,148.07,270.202,0.257905
2,pi+,-182.655,-45.2176,2621.9,-23.4942,-5.87413,295.857,0.18845
2,pi+,-201.38,26.8986,2621.9,-90.9805,1.08839,109.803,0.0599673
2,pi+,-25.5064,2.23521,2621.9,-28.715,67.3723,179.992,0.0996792
2,pi+,-18.1781,7.8594,2621.9,45.7908,-131.636,167.511,0.119205
2,pi+,129.117,142.481,2621.9,65.4501,77.9462,233.38,0.150784
2,pi+,84.4189,-29.8564,2621.9,117.617,-26.1194,262.161,0.180936
2,pi+,189.266,154.674,2621.9,176.788,152.448,285.7,0.25489
2,pi+,278.691,40.8141,2621.9,195.149,42.4214,71.6549,0.114392
2,pi+,-590.537,-51.8121,2621.9,-209.082,-2.20273,76.2035,0.123121
2,pi+,-122.259,192.15,26
