Det,P_Type,x[mm],y[mm],z[mm],px[MeV/c],py[MeV/c],pz[MeV/c],E[GeV]
2,pi+,-510.361,-213.125,2621.9,-215.599,-92.8399,120.406,0.158892
2,pi+,-97.7157,13.1687,2621.9,255.174,23.5615,169.588,0.197934
2,pi+,-46.65,-178.27,2621.9,19.5176,178.521,230.301,0.18411
2,pi+,242.176,221.028,2621.9,56.1351,74.5606,208.748,0.128322
2,pi+,75.5977,115.009,2621.9,120.928,94.2006,340.804,0.259334
2,pi+,-205.11,-124.589,2621.9,150.024,81.1495,280.619,0.217248
2,pi+,602.43,355.854,2621.9,216.798,137.207,72.2519,0.161307
2,pi+,-82.1491,-653.619,2621.9,-21.6158,-217.178,76.8638,0.130654
2,pi+,96.2779,185.122,2621.9,10.5395,18.4329,238.983,0.137997
2,pi+,89.2115,-16.2049,2621.9,106.034,-62.1525,298.223,0.211888
2,pi+,244.31,-129.005,2621.9,-57.8143,31.6654,290.376,0.189281
2,pi+,146.579,190.791,2621.9,-65.144,-44.8293,325.363,0.223189
2,pi+,185.572,341.601,2621.9,209.846,278.453,153.027,0.265977
2,pi+,-41.2714,-30.9142,2621.9,102.46,-2.17844,301.268,0.207914
2,pi+,326.022,5.6536,2621.9,161.664,4.93077,282.432,0.214559
2,pi+,-179.324,335.967,2621.9,-26.1625,55.2243,350.575,0.242683
2,pi+,113.473,-73.5129,2621.9,13.4947,-137.643,187.596,0.132091
2,pi+,390.737,-242.056,2621.9,97.9078,-64.4258,119.58,0.0784107
2,pi+,-377.154,185.328,2621.9,-112.145,40.0652,198.871,0.131005
2,pi+,-101.219,-86.0841,2621.9,-73.6216,-36.8075,216.085,0.130517
2,pi+,-73.2848,137.07,2621.9,3.35333,-74.4143,269.193,0.172669
2,pi+,56.2153,-37.5092,2621.9,-134.148,4.16849,34.1998,0.0570572
2,pi+,-344.167,-200.235,2621.9,-263.473,-146.042,128.353,0.21638
2,pi+,-9.40039,36.9112,2621.9,214.013,-151.353,299.862,0.282456
2,pi+,408.055,173.037,2621.9,183.428,91.9485,147.468,0.149094
2,pi+,-178.934,-61.5118,2621.9,-41.7686,-11.1409,102.296,0.0387918
2,pi+,-74.177,428.049,2621.9,-36.7518,266.377,285.668,0.276835
2,pi+,64.2658,-244.574,2621.9,75.5621,-288.194,114.138,0.208672
2,pi+,4.00082,4.14621,2621.9,-255.589,10.541,272.872,0.259649
2,pi+,118.787,105.155,2621.9,109.736,61.8917,310.809,0.223686
2,pi+,-239.666,112.1,2621.9,-155.627,52.6961,316.184,0.243116
2,pi+,47.1156,-89.9226,2621.9,7.58534,-12.9678,269.71,0.164484
2,pi+,-199.147,18.9343,2621.9,-261.864,13.7477,290.822,0.276145
2,pi+,299.56,-213.557,2621.9,201.124,-146.362,272.658,0.255011
2,pi+,-181.936,4.84124,2621.9,154.134,-4.62162,181.544,0.136503
2,pi+,19.855,65.4882,2621.9,-69.7709,85.7821,287.096,0.198262
2,pi+,-171.731,243.68,2621.9,-206.147,267.062,105.859,0.240567
2,pi+,-62.4956,38.7437,2621.9,-112.156,154.825,120.569,0.126073
2,pi+,18.9289,-535.972,2621.9,-4.80225,-116.729,76.8237,0.0579906
2,pi+,102.835,226.882,2621.9,23.0097,96.8773,129.309,0.0751742
2,pi+,234.462,16.8991,2621.9,41.0387,3.18124,111.524,0.0437647
2,pi+,55.3487,-72.2438,2621.9,-44.2162,4.12241,121.231,0.0505584
2,pi+,-110.437,-54.559,2621.9,80.2447,31.4665,302.502,0.204547
2,pi+,166.617,14.8249,2621.9,149.84,-34.3937,131.038,0.105962
2,pi+,338.364,-387.452,2621.9,137.711,-173.974,80.2357,0.134562
2,pi+,16.358,2.02377,2621.9,63.4368,-25.9887,180.011,0.0983027
2,pi+,-117.937,90.3056,2621.9,64.4594,-39.9738,172.214,0.0947172
2,pi+,-33.8617,61.1896,2621.9,16.7407,-90.7144,141.159,0.0793245
2,pi+,528.518,123.051,2621.9,116.833,60.1781,65.0246,0.0628631
2,pi+,-3.26286,-113.59,2621.9,-40.4415,108.933,351.666,0.256221
2,pi+,-223.193,-72.7775,2621.9,45.924,4.56707,239.942,0.141823
2,pi+,-335.174,-304.925,2621.9,-87.0439,-68.1776,373.677,0.274361
2,pi+,259.129,35.5435,2621.9,-165.835,-14.8853,199.419,0.155337
2,pi+,-32.4396,-265.012,2621.9,-3.30252,-44.6177,377.419,0.265308
2,pi+,249.491,-39.3144,2621.9,41.5073,-6.85987,395.715,0.282141
2,pi+,-40.3462,57.7426,2621.9,-31.9513,-39.1607,151.145,0.0722761
2,pi+,-132.169,12.7113,2621.9,-21.4468,1.10086,310.707,0.201721
2,pi+,-59.0933,10.0399,2621.9,-252.561,110.507,171.397,0.213779
2,pi+,-216.252,101.726,2621.9,-28.4751,14.0133,306.457,0.198664
2,pi+,56.3575,-173.324,2621.9,-79.6851,242.653,279.839,0.264187
2,pi+,-310.094,70.6846,2621.9,-48.9294,9.84967,345.683,0.236552
2,pi+,-18.1074,-146.75,2621.9,17.6822,262.97,293.757,0.279045
2,pi+,-308.994,87.3198,2621.9,-19.779,6.51118,129.45,0.0519256
2,pi+,26.6114,-59.5105,2
