Det,P_Type,x[mm],y[mm],z[mm],px[MeV/c],py[MeV/c],pz[MeV/c],E[GeV]
2,pi+,-308.793,-145.574,2621.9,-119.037,-55.7841,288.37,0.206723
2,pi+,-129.74,35.2085,2621.9,-74.1082,5.88165,138.748,0.0708045
2,pi+,-179.115,-329.236,2621.9,-97.0823,-182.601,186.149,0.171717
2,pi+,-242.849,91.7793,2621.9,-179.791,49.6232,162.116,0.144241
2,pi+,89.4451,270.341,2621.9,12.21,90.1898,202.222,0.122455
2,pi+,-74.1021,-439.883,2621.9,-45.8809,-261.867,269.477,0.263886
2,pi+,-255.178,143.918,2621.9,-60.3271,39.1694,121.869,0.0591895
2,pi+,-85.6835,247.766,2621.9,-2.72732,29.9076,265.499,0.161879
2,pi+,30.8916,30.8839,2621.9,-140.32,-46.4645,269.896,0.198324
2,pi+,-70.5039,-47.5262,2621.9,-65.6445,-2.89457,151.528,0.0766661
2,pi+,31.7166,-82.3047,2621.9,-71.4066,-55.2015,243.549,0.155289
2,pi+,-244.646,595.467,2621.9,28.6578,-127.203,305.338,0.220587
2,pi+,-73.9612,288.967,2621.9,-28.9786,58.1997,132.3,0.063432
2,pi+,91.3166,117.894,2621.9,-30.4066,-87.4742,310.999,0.213667
2,pi+,96.18,-261.551,2621.9,34.8696,-124.095,247.339,0.172314
2,pi+,325.397,5.3532,2621.9,69.588,-15.9823,154.533,0.0805617
2,pi+,25.2562,116.441,2621.9,72.4677,131.067,325.588,0.24503
2,pi+,-25.6989,57.7,2621.9,124.898,-241.459,180.724,0.215455
2,pi+,-252.167,23.8197,2621.9,-227.872,3.85396,273.495,0.242817
2,pi+,275.222,143.846,2621.9,105.575,48.086,244.974,0.165307
2,pi+,4.56213,106.429,2621.9,-34.0005,45.2564,199.759,0.110605
2,pi+,11.4146,386.33,2621.9,-16.0526,162.029,170.121,0.134167
2,pi+,-172.27,-57.3573,2621.9,74.6003,8.31734,287.304,0.188542
2,pi+,2.4121,21.1919,2621.9,-91.1414,-108.826,358.204,0.270234
2,pi+,47.7095,-118.685,2621.9,32.5202,-212.373,257.094,0.223386
2,pi+,-234.393,-312.079,2621.9,-94.9226,-146.948,88.1341,0.100953
2,pi+,61.4674,81.9812,2621.9,10.3839,10.8239,337.409,0.225874
2,pi+,15.1515,53.6824,2621.9,-59.4425,116.524,155.649,0.107042
2,pi+,-166.976,91.5162,2621.9,-203.897,134.086,289.416,0.263907
2,pi+,110.841,-200.116,2621.9,-44.8102,-26.9373,174.715,0.090079
2,pi+,-506.096,-209.258,2621.9,-294.838,-137.369,105.999,0.229909
2,pi+,-36.9789,-110.27,2621.9,60.1659,-143.34,73.1561,0.0817848
2,pi+,5.5469,-31.128,2621.9,83.5928,-7.43698,225.961,0.138964
2,pi+,167.324,-44.2543,2621.9,-83.655,11.8002,309.409,0.210217
2,pi+,-145.447,57.2438,2621.9,-87.482,39.3395,153.22,0.0888084
2,pi+,-200.564,-544.271,2621.9,-31.1432,-102.69,168.244,0.103947
2,pi+,-244.822,232.256,2621.9,-79.711,92.5362,193.181,0.128226
2,pi+,228.203,291.858,2621.9,106.951,103.815,309.565,0.231275
2,pi+,-327.526,-61.5283,2621.9,-22.4302,-5.71567,150.595,0.0670558
2,pi+,-467.775,-130.472,2621.9,208.329,61.2152,183.502,0.177133
2,pi+,-373.875,7.37091,2621.9,-264.211,9.61034,272.02,0.264626
2,pi+,122.785,-188.201,2621.9,-56.5061,27.0423,235.436,0.141204
2,pi+,-49.4383,252.834,2621.9,-63.4569,120.899,305.519,0.22301
2,pi+,646.562,16.359,2621.9,41.3629,-0.520632,130.169,0.0557111
2,pi+,-114.937,172.405,2621.9,-24.1612,113.765,269.725,0.185634
2,pi+,260.374,-292.838,2621.9,142.491,-158.668,80.1058,0.127592
2,pi+,132.885,-6.80062,2621.9,188.301,40.9284,70.9455,0.108714
2,pi+,-58.5806,4.13179,2621.9,-112.863,21.8665,312.773,0.221704
2,pi+,-139.134,-184.438,2621.9,227.196,232.964,231.965,0.283724
2,pi+,-40.1878,17.5808,2621.9,-78.2865,45.5238,229.873,0.144194
2,pi+,182.228,-0.406691,2621.9,233.163,0.0543386,210.885,0.2044
2,pi+,-226.061,-118.583,2621.9,-36.7116,-50.0063,126.181,0.0585447
2,pi+,-205.805,-186.869,2621.9,-41.6906,29.5218,133.243,0.0600374
2,pi+,-266.214,167.416,2621.9,31.1846,15.6112,149.984,0.0682549
2,pi+,180.956,40.3592,2621.9,92.5804,4.7024,226.161,0.141894
2,pi+,-286.629,-412.628,2621.9,-18.2475,-160.001,38.9201,0.0770575
2,pi+,-375.111,-273.309,2621.9,-232.185,-176.566,76.9261,0.192819
2,pi+,-105.028,-240.544,2621.9,-35.1838,-70.7704,191.382,0.110136
2,pi+,78.7689,68.395,2621.9,-167.818,-122.767,255.271,0.21803
2,pi+,-92.2722,-375.488,2621.9,-33.635,-178.261,340.736,0.270904
2,pi+,-136.421,156.324,2621.9,138.881,-110.302,258.699,0.203736
2,pi+,-176.49,109.239,2621.9,128.165,-68.975,177.428,0.129027
2,pi+,-17.8598,-76.5619,2621.9,34.3425,-162.772,124.95,0.110962
2,pi+,-93.2
