Det,P_Type,x[mm],y[mm],z[mm],px[MeV/c],py[MeV/c],pz[MeV/c],E[GeV]
2,pi+,-31.3669,69.1772,3927.35,4.46103,-20.216,165.109,0.0776148
2,pi+,-15.7113,-151.185,3927.35,-22.5028,-70.026,304.742,0.203588
2,pi+,-39.104,-228.971,3927.35,13.0861,34.6379,318.909,0.210507
2,pi+,-64.4342,146.323,3927.35,-102.932,10.3632,163.86,0.0992441
2,pi+,178.264,-102.516,3927.35,-21.6014,18.7963,273.264,0.168607
2,pi+,97.2606,-168.229,3927.35,142.765,-209.858,100.463,0.167015
2,pi+,455.198,52.862,3928.35,-106.359,-76.8538,-141.654,0.0986829
2,pi+,44.5955,-83.6872,3927.35,5.27819,-6.77188,360.489,0.24709
2,pi+,-355.107,17.8587,3927.35,198.691,29.4739,244.747,0.206447
2,pi+,204.471,143.915,3927.35,-93.1435,-350.188,156.282,0.279011
2,pi+,-44.7883,48.6839,3927.35,1.47345,-78.2741,72.4581,0.0360967
2,pi+,377.298,-195.806,3927.35,177.189,-75.7198,94.4863,0.116431
2,pi+,155.463,-62.4295,3927.35,49.8222,-44.9955,247.601,0.15248
2,pi+,-45.8099,39.6238,3927.35,129.942,72.4533,330.486,0.248805
2,pi+,73.6777,-171.153,3927.35,71.0298,-138.911,230.98,0.172153
2,pi+,221.188,63.2162,3927.35,17.8103,6.2568,300.711,0.192489
2,pi+,-113.816,-91.9264,3927.35,198.549,-10.4863,84.9211,0.117768
2,pi+,219.946,-34.6481,3927.35,7.51654,-1.6754,157.054,0.0706797
2,pi+,-181.029,-131.731,3927.35,-238.77,-189.305,129.237,0.219637
2,pi+,-3.97411,-168.849,3927.35,42.5389,-24.168,240.67,0.14291
2,pi+,-68.8346,-179.493,3927.35,-74.742,-66.5548,119.842,0.0698518
2,pi+,126.117,131.285,3927.35,212.223,193.235,229.168,0.253337
2,pi+,-17.6024,33.4895,3927.35,28.7828,20.0274,154.752,0.0717532
2,pi+,-271.963,-192.694,3927.35,-103.638,-74.909,55.089,0.0575754
2,pi+,-70.2406,64.1759,3927.35,-238.08,159.927,262.833,0.273733
2,pi+,-103.601,30.0801,3927.35,-11.6634,0.278461,373.991,0.259784
2,pi+,-108.276,31.9131,3927.35,-100.207,-10.0811,153.68,0.0911688
2,pi+,-510.87,-337.097,3927.35,-4.58368,7.305,261.115,0.156631
2,pi+,92.5063,9.95445,3927.35,3.26194,-34.0729,197.048,0.104313
2,pi+,168.389,-28.7743,3927.35,187.572,-40.3026,173.542,0.154376
2,pi+,-13.8209,-162.597,3927.35,-34.3568,-61.0287,331.445,0.226819
2,pi+,-484.663,-253.17,3927.35,-277.203,-141.344,80.3085,0.210784
2,pi+,-185.144,192.367,3927.35,-43.9861,36.8382,253.666,0.155586
2,pi+,-177.33,94.568,3927.35,-36.0966,-17.8345,138.613,0.0612129
2,pi+,144.422,6.11182,3927.35,153.985,-46.272,214.581,0.162717
2,pi+,-416.238,121.512,3927.35,-134.926,41.7963,65.1852,0.069429
2,pi+,289.019,520.895,3927.35,-64.2924,-74.1864,377.133,0.27437
2,pi+,-157.897,217.042,3927.35,-45.8214,63.08,95.481,0.0466422
2,pi+,180.603,101.33,3927.35,259.774,147.525,220.599,0.257154
2,pi+,-172.567,-159.612,3927.35,16.779,18.1431,210.989,0.114609
2,pi+,-233.989,297.787,3927.35,-157.083,123.037,169.445,0.157086
2,pi+,447.295,27.9413,3927.35,234.525,11.5294,134.745,0.165013
2,pi+,651.099,-116.12,3927.35,87.8454,-10.8782,98.8654,0.0530155
2,pi+,49.3377,120.897,3927.35,6.62413,10.3594,343.84,0.231721
2,pi+,-270.357,183.319,3927.35,-134.526,66.6745,89.0884,0.0839444
2,pi+,-597.404,88.5007,3927.35,-3.1333,-1.99078,234.818,0.133621
2,pi+,-414.109,-456.712,3927.35,-34.6204,5.57994,340.836,0.230401
2,pi+,-280.696,14.8903,3927.35,-80.6836,15.3811,128.781,0.0673371
2,pi+,-25.5726,-22.9109,3927.35,37.1172,-85.0914,59.9188,0.0384412
2,pi+,261.844,143.523,3927.35,135.833,97.4389,115.601,0.106982
2,pi+,-188.714,-219.318,3927.35,-98.9059,-179.959,166.705,0.159485
2,pi+,-331.353,90.3935,3927.35,-211.107,104.865,302.915,0.268841
2,pi+,71.3031,39.0941,3927.35,-123.839,-81.308,186.066,0.136197
2,pi+,19.6362,100.863,3927.35,-48.9069,35.1677,354.404,0.24606
2,pi+,-55.1238,-9.94641,3927.35,153.053,-38.7765,184.963,0.140822
2,pi+,125.504,-93.4597,3927.35,12.8725,-15.3878,350.855,0.238559
2,pi+,243.624,-2.26575,3927.35,33.7366,-0.0986619,146.666,0.0656828
2,pi+,-52.4547,-212.152,3927.35,-5.89302,-19.8591,256.093,0.152821
2,pi+,237.675,-187.858,3927.35,193.687,-158.662,191.057,0.204916
2,pi+,-416.139,-559.601,3927.35,59.7976,29.6207,278.432,0.178954
2,pi+,-214.607,-21.5171,3927.35,-88.4526,159.338,166.819,0.144191
2,pi+,-660.477,13.7662,3927.35,-130.339,27.028,335.205,0.247161
2,pi+,153.
