Det,P_Type,x[mm],y[mm],z[mm],px[MeV/c],py[MeV/c],pz[MeV/c],E[GeV]
2,pi+,-201.627,-67.3622,3927.35,28.146,16.0247,321.703,0.212597
2,pi+,-62.9264,-15.5591,3927.35,22.7366,43.0825,283.719,0.180351
2,pi+,-109.351,-103.674,3927.35,34.4812,31.0977,335.813,0.227045
2,pi+,-45.7862,-20.8378,3927.35,-21.7832,60.3359,383.284,0.273348
2,pi+,-165.543,96.1391,3927.35,-184.793,94.4062,98.2252,0.12911
2,pi+,-136.069,-127.478,3927.35,44.0429,-7.6908,382.553,0.270095
2,pi+,209.5,146.439,3927.35,28.5232,-5.08043,172.944,0.0845476
2,pi+,3.66247,55.4982,3927.35,32.7871,-34.7717,362.603,0.251894
2,pi+,35.7997,97.0412,3927.35,-70.512,37.1771,335.966,0.232864
2,pi+,10.2537,-10.1433,3927.35,-1.37173,-1.71989,360.044,0.246586
2,pi+,15.042,105.489,3927.35,3.75422,116.407,219.033,0.14507
2,pi+,82.7323,492.112,3927.35,38.9853,265.185,101.622,0.179255
2,pi+,87.7645,-169.803,3927.35,-88.0721,-114.121,110.376,0.0894336
2,pi+,73.5557,-170.921,3927.35,71.0071,-138.868,231.011,0.172152
2,pi+,-22.0631,-25.4975,3927.35,-187.445,-226.893,268.911,0.282814
2,pi+,-310.303,20.69,3927.35,-84.5031,-19.5709,294.226,0.197435
2,pi+,-47.853,-208.459,3927.35,-16.3995,-171.337,71.4693,0.0932666
2,pi+,-146.415,-166.488,3927.35,20.1143,5.52693,196.221,0.102127
2,pi+,508.908,120.203,3927.35,141.119,128.332,179.734,0.15736
2,pi+,-54.7212,37.2485,3927.35,-4.57781,3.27388,354.37,0.241336
2,pi+,-122.808,111.048,3927.35,-103.186,139.81,85.3214,0.099079
2,pi+,-293.893,397.893,3927.35,-70.0214,93.4541,150.21,0.0963945
2,pi+,286.385,522.432,3927.35,-20.499,15.2164,339.969,0.228818
2,pi+,205.884,-61.7177,3927.35,8.39348,-8.64299,231.992,0.131438
2,pi+,-75.972,-449.966,3927.35,3.60293,-170.356,72.1188,0.0921952
2,pi+,-93.532,-225.043,3927.35,-96.5383,-191.616,108.449,0.138417
2,pi+,-178.222,-241.633,3927.35,-113.989,-158.459,188.097,0.165328
2,pi+,35.4731,-30.8263,3927.35,-64.9037,-10.4074,350.598,0.24347
2,pi+,543.457,-350.769,3927.35,78.5255,2.71689,275.126,0.178781
2,pi+,132.331,-92.1602,3927.35,19.3631,-56.7638,283.355,0.181937
2,pi+,-40.5757,-170.664,3927.35,-45.0727,-204.008,186.345,0.173247
2,pi+,287.965,-85.6048,3927.35,166.406,-37.9515,82.2564,0.0957536
2,pi+,104.286,23.4634,3927.35,19.6238,37.8102,275.319,0.17203
2,pi+,32.8323,201.239,3927.35,31.9254,280.732,118.138,0.19698
2,pi+,23.5821,-35.0335,3927.35,12.7884,103.967,167.898,0.102591
2,pi+,-417.973,443.135,3927.35,49.482,58.2341,359.848,0.253889
2,pi+,-380.801,82.8373,3927.35,55.2943,11.4781,118.496,0.052029
2,pi+,-56.7587,8.30987,3927.35,-225.356,72.932,239.276,0.224898
