Det,P_Type,x[mm],y[mm],z[mm],px[MeV/c],py[MeV/c],pz[MeV/c],E[GeV]
2,pi+,105.365,29.2894,3927.35,280.601,38.0446,231.066,0.251653
2,pi+,-40.721,-138.691,3927.35,46.9225,-25.9349,345.153,0.236574
2,pi+,132.1,-203.618,3927.35,49.3506,-67.7509,352.354,0.248578
2,pi+,25.0789,221.586,3927.35,45.1135,-3.26903,277.327,0.174175
2,pi+,-160.617,-30.4941,3927.35,-235.213,-21.6402,184.044,0.190801
2,pi+,-70.6589,-44.8002,3927.35,-37.7276,-210.935,278.368,0.238432
2,pi+,70.6457,-560.183,3927.35,42.5553,-267.977,78.5774,0.175512
2,pi+,-100.446,77.5319,3927.35,-151.14,107.338,242.822,0.196297
2,pi+,-269.461,-218.808,3927.35,-186.806,-76.7678,190.414,0.171118
2,pi+,130.346,214.063,3927.35,60.719,-5.40566,351.575,0.243576
2,pi+,372.654,-363.805,3927.35,25.8362,-25.319,211.883,0.116717
2,pi+,224.798,120.623,3927.35,104.232,28.9666,39.3619,0.0413508
2,pi+,64.3264,149.454,3927.35,25.5315,58.4672,344.283,0.237366
2,pi+,-155.396,-44.9442,3927.35,-70.2898,-2.19799,349.874,0.243623
2,pi+,182.497,109.825,3927.35,109.512,48.7353,186.998,0.122758
2,pi+,96.3499,-37.0694,3927.35,-100.268,124.672,168.375,0.131403
2,pi+,99.0965,106.676,3927.35,11.2293,12.6585,392.589,0.277434
2,pi+,30.6474,74.1179,3927.35,-20.7095,-40.0047,303.186,0.197225
2,pi+,-24.469,-119.723,3927.35,-13.5248,-99.6473,154.9,0.0919168
2,pi+,22.2704,-16.1023,3927.35,-19.4381,40.4223,344.823,0.235123
2,pi+,208.685,219.244,3927.35,103.08,140.721,161.538,0.136115
2,pi+,150.093,-11.8114,3927.35,136.061,-101.947,247.327,0.191422
2,pi+,-57.6576,-1.20322,3927.35,-41.9446,-83.921,67.0149,0.0414619
2,pi+,356.841,37.0331,3927.35,298.925,43.2312,152.623,0.226488
2,pi+,55.8352,34.4062,3927.35,0.689819,1.31346,192.116,0.0978965
2,pi+,-186.799,-1.93124,3927.35,-20.8863,31.2985,120.607,0.0486892
2,pi+,-94.7099,40.5109,3927.35,37.6096,-4.68798,236.72,0.137833
2,pi+,-220.575,141.492,3927.35,-232.455,117.318,96.5389,0.17123
2,pi+,-287.425,-146.414,3927.35,-187.471,-100.158,214.867,0.193333
2,pi+,-43.8448,-26.3879,3927.35,-110.281,-65.4709,149.794,0.102021
2,pi+,551.248,384.064,3927.35,-9.00281,70.881,314.107,0.211497
2,pi+,-4.50289,26.6703,3927.35,-27.0615,-70.0004,339.6,0.235184
2,pi+,-184.111,149.227,3927.35,13.0344,-8.8705,133.247,0.0540351
2,pi+,-195.987,-126.494,3927.35,-21.8753,-12.1867,363.558,0.250662
2,pi+,-178.879,-118.712,3927.35,-55.5541,-40.351,278.28,0.179231
2,pi+,-184.848,-38.6071,3927.35,-18.0275,-5.89738,340.986,0.229362
2,pi+,-70.7706,-21.8507,3927.35,-10.7573,-0.262916,351.714,0.238977
2,pi+,-139.044,572.479,3928.35,-59.6321,31.7655,-81.8443,0.0357677
2,pi+,-590.878,-108.662,3927.35,-5.24151,10.9206,128.624,0.0506157
2,pi+,-21.4642,-70.2362,3927.35,182.525,95.7946,212.074,0.187458
2,pi+,-147.249,125.043,3927.35,68.9766,-7.51377,157.124,0.0817482
2,pi+,-41.319,-19.776,3927.35,263.367,3.65248,257.322,0.254219
2,pi+,338.599,237.227,3927.35,-142.548,-115.902,227.108,0.184175
2,pi+,329.681,-59.9476,3927.35,207.293,-41.7789,149.358,0.154545
2,pi+,-76.668,-2.72463,3927.35,8.00599,-21.631,107.456,0.0380768
2,pi+,-100.003,64.3257,3927.35,-219.589,111.841,269.211,0.251175
2,pi+,-254.212,181.681,3927.35,-141.448,34.561,90.5913,0.0815373
2,pi+,669.119,-71.1653,3927.35,15.301,4.14187,319.441,0.20939
2,pi+,35.1028,5.46662,3927.35,260.842,-35.5615,253.124,0.251397
2,pi+,-141.453,-164.382,3927.35,4.10538,38.6094,343.572,0.233296
2,pi+,58.8611,180.632,3927.35,-55.4982,-10.2704,353.883,0.245006
2,pi+,200.773,-584.048,3927.35,-80.2169,-82.1739,117.884,0.0762161
2,pi+,40.3667,-349.076,3927.35,39.3124,-247.284,207.723,0.21444
2,pi+,-23.8734,105.28,3927.35,-35.0003,-3.55985,230.219,0.131941
2,pi+,52.5497,3.43369,3927.35,-62.8645,-14.0077,375.686,0.266346
